0.5656397,-24.830612,-28.188868
22.503628,8.049982,0.13273126
35.806454,13.984445,7.002444
-24.879446,-16.017334,-8.889161
2.465406,20.425116,-1.4817489
14.136971,7.673355,-3.3818045
-6.6599092,3.413576,-10.2934265
16.334173,5.8819556,37.30077
34.577873,5.242664,13.280033
-2.8610423,-14.520666,-14.37605
21.045671,22.607874,29.563856
-1.191809,0.169272,25.433586
-2.438675,-20.267172,11.752084
-33.01504,-0.3806234,-4.2592874
25.218624,-8.591372,26.969683
18.312145,-12.362272,33.404236
25.896156,-3.398712,32.361885
3.2926025,9.254246,26.292233
3.819601,0.24420007,-33.427723
-22.840239,-17.687742,-26.742836
20.51021,4.214846,29.471127
-10.94074,-8.359836,-7.512775
-6.5019016,4.5473385,42.638935
-0.5459521,3.360102,-8.614634
10.273987,-19.87149,9.05487
-1.7141622,12.208066,29.71233
19.630001,25.207512,3.8710752
-0.8229917,-0.00068970374,-40.383305
-12.7038965,-1.1857781,-36.968136
3.4940305,31.090637,-1.2371871
30.762733,4.367358,0.87975967
19.878721,-16.988955,-8.254188
6.729433,10.476494,21.792152
-26.881779,8.966563,-0.8477014
6.141207,29.827734,-4.512485
-18.00754,-17.681116,15.998226
36.82496,19.596594,14.386702
-8.307493,16.674643,34.84554
-10.9787855,-3.396075,-15.986307
-13.6107855,30.083094,-13.826153
17.3324,4.022883,-15.5841675
-30.611172,-6.46782,-27.454317
-0.178964,0.74895424,28.57853
-16.30514,5.1492186,-10.698669
-5.5957255,10.363403,-20.398245
28.57194,1.8303972,23.285872
-3.9023323,2.2569666,-12.559338
-0.761205,-5.9261007,-24.363148
2.3187153,-26.831812,-29.958416
14.216931,-13.988068,27.09124
20.118635,20.6842,-0.16387154
2.1044295,8.030831,-18.131853
12.543801,13.09325,19.231577
34.275475,14.56138,11.323093
-4.1624365,1.5460289,24.814991
-19.972677,-15.20074,9.236002
14.153362,20.864496,-13.097872
-10.607573,-10.380372,-11.890774
-13.533449,-9.415886,-8.538076
-26.043839,-6.3184495,-20.047277
15.286708,26.83135,25.332335
-10.75607,-0.1076818,-7.9663057
18.632599,-2.748661,-16.074062
-24.245216,-7.4637265,14.41962
1.8580405,-24.853697,16.76573
2.849899,3.8234565,-14.599505
15.419534,16.409876,2.843766
30.382551,8.873423,8.868548
18.72538,-10.752001,32.765247
15.457236,6.2359223,26.428988
34.33892,22.336382,3.452879
1.7668943,-15.717754,0.11945684
22.704155,14.335416,-7.919794
-20.098576,17.324636,17.304909
-13.846352,-20.887566,3.7427704
14.953657,-27.369022,-2.3896096
-6.957198,25.668447,14.637565
-17.377815,-23.544373,-4.6278415
-5.875003,5.4728,45.622326
34.546684,15.448696,15.949617
3.3570821,6.650073,-4.028816
6.058404,17.603575,-0.27040973
21.128656,13.734095,-9.286875
-17.830114,-17.683458,-24.811382
-5.8972154,-23.036589,7.5973306
4.9351234,-13.370999,18.51869
-4.23511,-24.989834,-31.404331
16.33899,4.3713183,37.912663
-7.9706745,13.876653,-6.8693466
22.77523,-5.759699,-21.514711
1.4209045,0.5884842,5.515572
-31.23707,-2.747502,8.754441
-19.893797,-9.890899,-11.099172
-11.146428,-6.398576,9.861569
21.065422,-2.4730477,24.739939
12.552486,1.4935397,9.6907425
2.3660948,-3.2450361,33.096954
-24.090982,-9.234212,-14.014029
15.840777,21.988398,27.713997
-6.378431,-3.0490043,42.681374
-3.1865914,-7.144023,38.73078
10.55849,-13.57433,-32.47369
-31.162207,-7.2086477,-31.817976
-3.1194649,-17.767996,-11.917009
-31.565575,-12.951071,-11.952982
-23.0939,2.846232,-6.0550036
4.8112245,11.949633,36.78992
7.3110094,14.999325,12.8123255
-22.148165,-14.2002325,18.695179
-20.469978,-29.655586,-0.2363424
-11.326774,-13.487743,-23.095095
-5.4721017,-9.056091,0.24115795
32.976753,1.4079865,-0.3596144
-15.284509,-23.729355,-22.363415
-18.438122,21.822037,-2.6443808
3.77544,20.950272,-5.05364
-6.9442472,0.045957495,33.38011
16.943655,37.99728,-1.9732422
12.501682,-6.9972076,-26.188597
24.831009,0.45371264,25.937805
-28.522955,-28.253883,-3.7641165
-28.369284,-8.543948,-26.63168
22.873383,6.8258233,25.012363
-22.2266,-17.643673,0.6663465
-5.5105286,-5.4366436,-13.771218
14.619887,23.291956,-8.204288
-10.019807,19.873835,14.316472
17.022812,36.168167,-5.41629
-33.768463,-7.4421096,10.080955
-24.85491,-3.4385664,-32.052055
-11.156905,-0.9061177,26.169891
-30.07929,-0.1854929,-0.18411374
23.140995,16.602814,-13.5747595
-15.856128,-9.935008,-35.414516
-10.416525,1.225732,12.925338
-18.185476,-23.96797,-20.25148
-22.2238,-14.431292,-23.254097
1.5796105,6.776996,-27.016277
-25.129496,13.845418,7.70348
2.0986714,6.658996,-1.4491171
7.353828,18.693796,-2.1936705
30.905336,13.63807,3.5222611
4.535733,-18.996073,4.2283096
-4.2188406,17.557348,-32.857956
29.06077,-4.375633,26.141438
4.749586,-26.337841,-23.727531
13.173358,8.243312,33.106735
4.9797873,27.938917,5.1019545
-29.6062,13.576695,-8.728071
-2.384842,-7.881987,-9.3179245
10.9191885,-32.076878,-7.082623
-28.918886,7.945213,-9.203237
7.612878,-24.226412,-0.20822293
7.603283,7.7306437,-3.517246
7.4005547,-14.976212,11.079765
1.6994041,-16.314476,-22.552904
24.287601,11.472526,16.441576
33.996933,14.463392,17.946394
10.688353,22.316355,5.9603004
-23.035978,12.231054,-10.107316
-32.594997,-6.7447925,10.59809
-5.5926843,26.200113,-6.8412104
2.2874193,31.828032,-2.3033655
-27.338549,0.76222503,18.39326
18.585922,21.822386,-6.8913054
20.703913,3.2955995,-8.614043
22.045816,-10.3338375,6.270915
-27.539165,-7.3439326,-8.666506
32.80635,10.857554,12.796825
16.446991,0.5236499,4.116013
10.944569,21.903322,12.816019
-29.310865,-4.045525,7.8258333
2.8670824,9.11001,-7.142947
22.285166,-9.216497,24.402119
-3.474141,-8.271495,34.331352
1.2984301,-4.8561864,-35.93946
7.875455,-23.861046,2.939297
4.1210423,-20.28341,-13.808642
-0.5530127,-11.551288,-4.533505
-17.785112,-9.256486,20.111973
-7.023719,27.509903,3.084759
-11.3412485,-31.202217,8.6527195
2.0036826,4.7524815,-27.903566
29.517632,13.578701,-18.402466
-5.7287087,-4.19269,41.109524
-33.24297,4.481668,-13.205679
-15.569584,-7.8491006,5.191141
-3.5515342,27.729824,-11.697437
18.228231,-9.800732,37.45785
6.879604,23.796648,4.6422095
-8.753034,-3.8234255,25.5308
12.225759,-7.8374763,10.941778
-23.40911,3.7457824,-2.516554
-36.277885,-1.1731582,11.49903
-13.991005,14.210413,-30.906687
-24.537985,-15.922119,0.26938567
-19.331783,-17.950768,-20.989664
19.6961,-12.181099,11.832179
9.748023,-4.901801,-22.738459
23.763474,4.4879646,-20.166964
11.225924,-7.5416794,-11.72909
0.2832826,-26.885132,-28.396412
20.080765,-17.833025,-0.3526356
22.928324,21.732185,4.4321647
-16.710054,-25.001514,-21.730999
9.38183,10.012085,2.6857908
-20.312502,0.63384134,-28.597155
-7.8836665,-16.090475,-8.851482
-35.89297,-18.44214,-17.634136
-14.651265,0.3947185,-1.7196983
-0.99370736,19.030645,-4.126737
-11.387041,-9.132953,-6.1906934
31.540508,9.013177,22.606594
12.623699,36.104088,4.8804274
19.000347,3.051353,-33.345314
-12.03757,6.6427026,-15.879674
1.0187284,13.35256,15.365984
5.743809,-1.3511297,-37.802597
-6.4729986,3.228464,28.063454
-20.02585,-13.488285,4.0857954
32.098976,-4.460992,21.836432
-16.20524,-9.362838,-4.0096197
-13.653778,15.817437,-2.1553025
6.1209874,-3.9515996,30.934877
39.384834,15.548492,20.55365
3.4969664,28.173998,-2.4267437
11.469664,-12.447125,25.338875
12.938393,16.993277,11.67227
22.060385,-5.3908143,22.090698
-9.754875,-19.616709,4.2918735
16.408546,-5.528537,1.7004282
-10.7641325,5.8607416,34.3616
-3.7179923,5.5872235,34.61065
-12.971752,-13.950483,-5.8497815
